Date,Flow ID,Flow Name,Message ID,Message Name,Message Channel,Status,Total Recipients,Total Delivered,Unique Opens,Unique Clicks,Unique Unsubscribes,Bounces,Total Opens,Total Apple Privacy Opens,Unique Apple Privacy Opens,Open Rate,Total Clicks,Click Rate,Total Unsubscribes,Spam Complaints,Unsubscribe Rate,Bounce Rate,Spam Complaints Rate,Total Placed Order,Avg Placed Order,Unique Placed Order,Avg Unique Placed Order,Total Placed Order Value,Avg Placed Order Value,Placed Order Rate,Revenue Per Recipient (RPR),Tags,Message Status,Region,Persona
Sep 20 2025 - Mar 20 2026,VrkWZe,UK_LowInventory,XgCAFw,UK_Trigger_Marketing_LowInventory,Email,Live,"15,881","15,782","6,084","1,152",11,99,"13,604","8,974","4,295",38.55%,"1,808",7.30%,11,8,0.07%,0.62%,0.05%,91,1.20,76,1,"27,720.86",304.62,0.48%,1.76,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,SNNfeC,UK_Trigger_Marketing_Onboarding_J1,Email,Live,"19,426","18,775","12,744","2,412",104,651,"22,324","11,884","8,002",67.88%,"3,753",12.85%,104,32,0.55%,3.35%,0.17%,503,1.04,482,1,"129,975.03",258.40,2.57%,6.92,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,VCdeJh,UK_Trigger_Marketing_Onboarding_J1_Control,Email,Live,"1,545","1,494","1,020",204,3,51,"2,086",939,625,68.27%,296,13.66%,3,3,0.20%,3.30%,0.20%,33,1.03,32,1,"11,395.38",345.31,2.14%,7.63,"Marketing, EU, UK",deleted,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,Wr6464,UK_Trigger_Marketing_Onboarding_J2,Email,Live,"18,135","17,985","9,671",915,76,150,"14,272","9,414","6,833",53.77%,"1,218",5.09%,76,6,0.42%,0.83%,0.03%,17,1.06,16,1,"3,818.76",224.63,0.09%,0.21,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,RybbFj,UK_Trigger_Marketing_Onboarding_J3_Control,Email,Live,"15,561","15,458","8,051",764,35,103,"11,666","7,788","5,737",52.08%,"1,063",4.94%,35,4,0.23%,0.66%,0.03%,17,1.06,16,1,"4,257.41",250.44,0.10%,0.28,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,VSsKLB,UK_Trigger_Marketing_Onboarding_J3_Test,Email,Live,"1,213","1,195",623,55,3,18,912,644,451,52.13%,83,4.60%,3,0,0.25%,1.48%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WXm6mP,UK_Onboarding,UyCagx,UK_Trigger_Marketing_Onboarding_J4,Email,Live,"14,809","14,743","6,932",412,32,66,"10,149","7,181","5,183",47.02%,529,2.80%,32,5,0.22%,0.45%,0.03%,5,1.00,5,1,939.17,187.83,0.03%,0.06,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,WpQvyi,UK_PostPurchase_FirstPurchase,Ycgp4M,UK_Trigger_Marketing_PostPurchase_FirstPurchase_D0,Email,Live,"6,831","6,778","5,256",451,15,53,"9,402","4,816","3,246",77.55%,614,6.65%,15,6,0.22%,0.78%,0.09%,10,1.00,10,1,"3,380.83",338.08,0.15%,0.50,"Marketing, EU, UK",live,UK,#N/A
Sep 20 2025 - Mar 20 2026,Y7kMaq,UK_WinBack_2,RTqP7B,UK_Trigger_Marketing_WinBack_Touch1,Email,Draft,212,211,112,6,0,1,170,118,87,53.08%,9,2.84%,0,0,0.00%,0.47%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,Y7kMaq,UK_WinBack_2,WKCVfV,UK_Trigger_Marketing_WinBack_Touch2,Email,Draft,124,124,67,4,0,0,95,71,52,54.03%,5,3.23%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,Y7kMaq,UK_WinBack_2,XcyX7X,UK_Trigger_Marketing_WinBack_Touch3,Email,Draft,72,72,46,2,0,0,62,48,39,63.89%,3,2.78%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, UK",draft,UK,#N/A
Sep 20 2025 - Mar 20 2026,SXPN6p,Tory_Burch_BackOrder,SkNKtL,US_Back_Order_ML,Email,Live,578,576,432,46,1,2,893,514,313,75.00%,72,7.99%,1,0,0.17%,0.35%,0.00%,2,1.00,2,1,350.10,175.05,0.35%,0.61,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,SXPN6p,Tory_Burch_BackOrder,XrpNDE,US_Trigger_Transactional_BackOrder_V2,Email,Live,530,529,398,186,0,1,"1,036",491,266,75.24%,378,35.16%,0,1,0.00%,0.19%,0.19%,20,1.18,17,1,"4,565.79",228.29,3.21%,8.63,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,Vd8Kdy,Tory_Burch_Changed_Shipment_Date,Tph7AU,US_SHIPMENT_DATE_CHANGE,Email,Live,"2,825","2,818","2,163",154,0,7,"5,213","2,808","1,489",76.76%,234,5.47%,0,2,0.00%,0.25%,0.07%,3,1.00,3,1,623.40,207.80,0.11%,0.22,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,YxM9Ut,US_Trigger_Transactional_ShipConfirmation_V2,Email,Live,"794,461","791,955","482,252","118,614",49,"2,506","1,210,295","632,184","319,481",60.89%,"224,619",14.98%,49,72,6e-05,0.32%,0.01%,"6,176",1.31,"4,723",1,"1,825,101.83",295.52,0.60%,2.30,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,WKHPVd,Tory_Burch_Exchange_Order,RQPpvv,US_Trigger_Transactional_ExchangeConfirmation_V2,Email,Live,986,983,748,218,0,3,"2,142",963,529,76.09%,436,22.18%,0,0,0.00%,0.30%,0.00%,5,1.00,5,1,"1,474.80",294.96,0.51%,1.50,"EU, Transactional",draft,US,Transactional
Sep 20 2025 - Mar 20 2026,WKHPVd,Tory_Burch_Exchange_Order,RsGZSY,US_Trigger_Transactional_ExchangeConfirmation_V3,Email,Live,"6,701","6,674","5,084",206,0,27,"12,014","6,161","3,500",76.18%,279,3.09%,0,0,0.00%,0.40%,0.00%,5,1.00,5,1,"2,268.00",453.60,0.07%,0.34,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,RVXDSd,US_Trigger_Transactional_OrderCancellation_PreOrder,Email,Live,6,6,6,0,0,0,9,5,3,100.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,Y9vQNn,US_Trigger_Transactional_OrderCancellation_V3,Email,Live,"8,578","8,554","6,321",208,2,24,"13,740","6,810","4,050",73.90%,284,2.43%,2,3,0.02%,0.28%,0.04%,61,1.07,57,1,"16,536.97",271.10,0.67%,1.93,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,VA4NsD,US_Trigger_Transactional_OrderConfirmation_PlacedOrder_V2,Email,Live,"10,256","10,162","7,925","1,707",1,94,"24,119","10,977","5,608",77.99%,"3,293",16.80%,1,2,0.01%,0.92%,0.02%,83,1.15,72,1,"32,454.10",391.01,0.71%,3.19,"EU, Transactional",draft,US,Transactional
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,XCb5KG,US_Trigger_Transactional_OrderConfirmation_PlacedOrder_V3,Email,Live,"808,148","802,167","500,947","161,228",130,"5,981","1,539,646","744,888","336,677",62.45%,"377,350",20.10%,132,107,0.02%,0.74%,0.01%,"8,892",1.21,"7,362",1,"2,506,693.95",281.90,0.92%,3.12,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,XgV87J,Tory_Burch_PayByLink_AuthorizeFailure,Xfxi45,US_Trigger_Transactional_AuthorizationFailure_V2,Email,Live,475,472,364,35,0,3,989,420,245,77.12%,45,7.42%,0,0,0.00%,0.63%,0.00%,1,1.00,1,1,125.00,125.00,0.21%,0.26,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,XgV87J,Tory_Burch_PayByLink_AuthorizeFailure,UZGBFr,US_Trigger_Transactional_PCIFraud_V2,Email,Live,84,84,67,6,0,0,195,75,41,79.76%,7,7.14%,0,0,0.00%,0.00%,0.00%,2,1.00,2,1,599.00,299.50,2.38%,7.13,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,SLrMd7,Tory_Burch_PayByLink_FirstReminder,WByJqW,US_Trigger_Transactional_PCIOrderPlacementReminder16Hours_V2,Email,Live,295,294,187,61,0,1,369,197,131,63.61%,91,20.75%,0,0,0.00%,0.34%,0.00%,6,1.20,5,1,"2,565.75",427.63,1.70%,8.73,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,RsQbHH,Tory_Burch_PayByLink_OrderCanceled,RWSCUM,US_Trigger_Transactional_PCIOrderCancellationLinkExpired_V2,Email,Live,236,236,161,13,0,0,327,157,100,68.22%,19,5.51%,0,0,0.00%,0.00%,0.00%,4,1.00,4,1,739.10,184.78,1.69%,3.13,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,SCB2Cu,Tory_Burch_PayByLink_OrderCreated,XJAz9n,US_Trigger_Transactional_PCIOrderPlacement_V2,Email,Live,"2,273","2,212","1,754","1,481",1,61,"4,265","1,925","1,097",79.30%,"2,293",66.95%,1,1,0.05%,2.68%,0.05%,83,1.06,78,1,"21,721.79",261.71,3.53%,9.82,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,VasXe4,Tory_Burch_PayByLink_SecondReminder,TQLgQt,US_Trigger_Transactional_PCIOrderPlacementReminder32Hours_V2,Email,Live,244,243,162,43,0,1,303,151,105,66.67%,66,17.70%,0,0,0.00%,0.41%,0.00%,7,1.17,6,1,"2,598.15",371.16,2.47%,10.69,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,UVasee,Tory_Burch_PayBylink,UH5RsE,US_Trigger_Transactional_PayByLink_V2,Email,Live,"69,744","67,082","29,925","22,688",23,"2,662","188,173","56,418","18,870",44.61%,"79,448",33.82%,23,6,0.03%,3.82%,0.01%,"35,073",2.15,"16,294",1,"12,251,395.40",349.31,24.29%,182.63,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,TWESdh,US_Trigger_Transactional_OrderConfirmation,Email,Live,77,77,65,21,0,0,231,87,48,84.42%,81,27.27%,0,0,0.00%,0.00%,0.00%,2,2.00,1,1,"1,915.00",957.50,1.30%,24.87,"EU, Transactional",draft,US,Transactional
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,X3rx6s,US_Trigger_Transactional_OrderConfirmation_V2,Email,Live,"4,639","4,573","3,480","1,078",1,66,"9,696","4,353","2,314",76.10%,"2,256",23.57%,1,1,0.02%,1.42%,0.02%,38,1.00,38,1,"9,776.78",257.28,0.83%,2.14,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,T5MJDv,US_Trigger_Transactional_RefundDetails_V2,Email,Live,"90,399","90,255","56,559","4,373",3,144,"142,356","80,005","38,919",62.67%,"6,530",4.85%,3,11,3e-05,0.16%,0.01%,215,1.19,180,1,"65,037.31",302.50,0.20%,0.72,"EU, Transactional",live,US,Transactional
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,T4peiK,US_Trigger_Transactional_PasswordReset_V2,Email,Live,"57,829","57,617","36,992","32,446",24,212,"78,606","36,212","20,983",64.20%,"46,115",56.31%,24,3,0.04%,0.37%,0.01%,"13,429",1.12,"11,949",1,"3,908,767.75",291.07,20.74%,67.84,"EU, Transactional",live,US,Transactional
